author,sum_art
Michael Burrows,9
Butler W. Lampson,8
Gordon D. Plotkin,12
A. P. Wim Böhm,11
R. R. Oldehoeft,4
Saniya Ben Hassen,3
Henri E. Bal,25
Ceriel J. H. Jacobs,4
Todd A. Proebsting,13
Charles N. Fischer,5
Costas Courcoubetis,16
Pierre Wolper,14
Michael D. Smith 0001,7
Peter T. Breuer,9
Jonathan P. Bowen,20
Wuxu Peng,7
S. Purushothaman,3
Stan Y. Liao,9
Srinivas Devadas,52
Kurt Keutzer,31
Steven W. K. Tjiang,7
Albert R. Wang,6
William H. Winsborough,7
Maurice Bruynooghe,29
David Garlan,13
Barbara Staudt Lerner,3
Michael Leuschel,11
Bern Martens,11
Danny De Schreye,24
Thomas Kistler,5
Maria J. García de la Banda,7
Manuel V. Hermenegildo,27
Kim Marriott,32
Priti Shankar,7
Orna Kupferman,8
Moshe Y. Vardi,42
Shing-Tsaan Huang,22
Eric Y. T. Juan,3
Jeffrey J. P. Tsai,35
Tadao Murata,16
Tevfik Bultan,6
William Pugh,17
Yuh-Jzer Joung,5
Scott A. Smolka,20
James M. Purtilo,12
Konstantin Läufer,6
Martin Odersky,12
Marcel Beemster,4
Thomas R. Gross,13
Pascal Fradet,4
Yehuda Afek,22
Geoffrey M. Brown,5
Michael Merritt,18
Saumya K. Debray,19
Michael Codish,19
Moreno Falaschi,14
Milind Girkar,4
Constantine D. Polychronopoulos,10
Larry G. Jones,4
Patrick O'Keefe,3
Edmund M. Clarke,30
Orna Grumberg,16
Somesh Jha,8
Edgar Knapp,4
Brent Hailpern,4
Raymie Stata,6
Valdis Berzins,13
David B. Whalley,13
Gerald Baumgartner,3
Vincent F. Russo,4
Joxan Jaffar,8
Spiro Michaylov,5
Peter J. Stuckey,29
Roland H. C. Yap,7
Jon A. Solworth,3
Mitchell Wand,16
Zhiming Liu 0001,3
Mathai Joseph,5
Luca Cardelli,24
Benjamin C. Pierce,22
Charles M. Shub,4
Margaret Martonosi,14
Sharad Malik,34
Carlos Delgado Kloos,4
Luis Sánchez Fernández,3
Henk Corporaal,8
R. C. Sekar,6
I. V. Ramakrishnan,13
Xavier Leroy,5
Amr Sabry,5
Philip Wadler,17
Shmuel Katz,10
Jong-Deok Choi,8
Barton P. Miller,17
Robert H. B. Netzer,8
Robert Cartwright,4
Annalisa Bossi,15
Sandro Etalle,15
Nicholas Pippenger,20
José E. Moreira,6
Samuel P. Midkiff,7
Manish Gupta 0002,5
Michael G. Burke,9
Linda Torczon,7
William M. Farmer,10
John D. Ramsdell,6
Ronald J. Watro,3
Harald Søndergaard,10
Naoki Kobayashi 0001,7
David Wonnacott,3
Carroll Morgan,11
Annabelle McIver,6
Karen Seidel 0002,5
Mary Jean Harrold,20
Mary Lou Soffa,21
Michael Hind,7
Paul R. Carini,5
Danny Dolev,22
Eli Gafni,7
Nir Shavit,18
Gregor Snelting,12
Frank Tip,5
Lin Yu,4
Daniel J. Rosenkrantz,28
Prasun Dewan,9
Marvin H. Solomon,4
Urs Hölzle,5
David M. Ungar,14
Vassos Hadzilacos,9
Lloyd Allison,15
Ronald Morrison,10
Alan Dearle,8
Richard C. H. Connor,5
Alfred L. Brown,3
David N. Turner,6
Robert Harper 0001,18
Monica S. Lam,12
Jan A. Bergstra,29
T. B. Dinesh,5
John Field,4
David E. Long,8
Kwangkeun Yi,3
Frank S. de Boer,13
Maurizio Gabbrielli,19
Elena Marchiori,9
Catuscia Palamidessi,22
Jack C. Wileden,7
Lori A. Clarke,10
Alexander L. Wolf,15
Soo-Mook Moon,9
Kemal Ebcioglu,12
Roberto Giacobazzi,14
Ephraim Korach,11
Shay Kutten,23
Shlomo Moran,28
Bengt Jonsson,11
E. Allen Emerson,11
Pei-Chi Wu,16
Feng-Jian Wang,24
Kathryn S. McKinley,7
Steve Carr,6
Chau-Wen Tseng,16
Seif Haridi,9
Peter Van Roy,8
Per Brand,3
Ralf Scheidhauer,3
Gert Smolka,14
Geoffrey Smith,10
Ron Cytron,11
Jeanne Ferrante,10
Barry K. Rosen,4
Krzysztof R. Apt,30
Andrea Schaerf,18
Tim Sheard,3
Daniel Jackson 0001,10
Jonas Skeppstedt,6
Per Stenström,21
Roberto Barbuti,12
Giorgio Levi,22
Jens Knoop,5
Vugranam C. Sreedhar,6
Guang R. Gao,23
Yong-Fong Lee,6
Agostino Cortesi,10
Gilberto Filé,8
Francesco Ranzato,8
Michael J. Butler,6
Leon J. Osterweil,13
Nicoletta Cocco,6
R. Kent Dybvig,9
Henk Vandecasteele,3
Eric Simon,9
Charles L. A. Clarke,7
Gordon V. Cormack,9
Paul Hudak,8
Owen Kaser,7
Keshav Pingali,9
Gianfranco Bilardi,14
Paul Havlak,3
Daniel M. Yellin,10
Robert E. Strom,8
William S. Evans,6
Bjorn De Sutter,3
Norman Ramsey,7
David Walker,11
J. Gregory Morrisett,6
Cordelia V. Hall,3
Kevin Hammond,5
Simon L. Peyton Jones,16
Francisco Bueno,4
Anne Rogers,8
Martin C. Carlisle,5
Laurie J. Hendren,12
Josyula R. Rao,4
P. Geoffrey Lowney,4
Russell W. Quong,7
Roberto M. Amadio,6
Michael Wolfe,14
Antonio Brogi,16
Paolo Mancarella,6
Dino Pedreschi,12
Franco Turini,9
Cun Xiao,8
Karl J. Lieberherr,19
Stephen P. Masticola,3
Thomas J. Marlowe,14
Barbara G. Ryder,15
Craig Chambers,11
Susan J. Eggers,9
Adam L. Buchsbaum,9
Haim Kaplan,10
Jeffery Westbrook,19
Susan Horwitz,8
David W. Binkley,9
Alexander Aiken,10
John H. Williams,4
Greg Nelson,5
Olivier Danvy,23
Karoline Malmkjær,3
David Sands,5
Michal Walicki,4
Sigurd Meldal,4
Tao Yang 0009,19
Joachim Parrow,15
Wan Fokkink,18
Jasper Kamperman,3
Pum Walters,3
Joseph Bates,5
Alon Lavie,5
Agostino Dovier,7
Enrico Pontelli,16
Gianfranco Rossi,8
Huimin Lin,7
Barbara Liskov,9
Paolo Bottoni,14
Maria Francesca Costabile,11
Piero Mussio,22
A. J. Kfoury,9
Jerzy Tiuryn,9
Pawel Urzyczyn,11
Richard Kennaway,11
Jan Willem Klop,19
M. Ronan Sleep,6
Fer-Jan de Vries,8
R. K. Shyamasundar,15
Lawrence C. Paulson,28
Cong Fu,4
Manhoi Choy,7
Ambuj K. Singh,19
Dan Grossman,3
Andy J. Wellings,31
Bo Ingvar Sandén,4
Thomas Wolf,7
James W. Stamos,6
David K. Gifford,7
Mic Bowman,4
Larry L. Peterson,21
William E. Weihl,16
Krishna V. Palem,9
Shlomit S. Pinter,11
Eugen Schenfeld,6
María Alpuente,6
Germán Vidal,4
Denis Caromel,5
Sanjay V. Rajopadhye,16
Ken Kennedy,29
Mads Tofte,5
Lars Birkedal,8
Robert Kennedy,4
Peng Tu,3
G. Ramalingam,10
Daniel M. Berry,16
Radha Jagadeesan,9
Prakash Panangaden,11
Susan L. Graham,7
Brad A. Myers,24
Angelo Morzenti,16
Dino Mandrioli,14
Carlo Ghezzi,17
Joseph P. Skudlarek,3
Thomas A. Henzinger,21
Bernadette Charron-Bost,6
Yih-Kuen Tsay,5
Rajive L. Bagrodia,19
Scott E. Hudson,10
Mahmut T. Kandemir,12
Prithviraj Banerjee,47
Alok N. Choudhary,53
J. Ramanujam,21
U. Nagaraj Shenoy,5
Yanhong A. Liu,4
Scott D. Stoller,6
Tim Teitelbaum,4
Giuseppe Castagna,7
Max Copperman,4
Charles E. McDowell,10
Wilson C. Hsieh,3
Dawson R. Engler,4
M. Frans Kaashoek,19
Brad T. Vander Zanden,7
Scott Nettles,3
Stephen Taylor,10
Germán Puebla,4
Zhenyu Qian,6
Preston Briggs,10
Keith D. Cooper,9
Philip J. Koopman Jr.,3
Peter Lee 0001,11
Daniel P. Siewiorek,25
Thomas Ball,13
Brad Calder,7
Dirk Grunwald,10
James H. Martin,8
Michael Mozer,5
Benjamin G. Zorn,19
Baudouin Le Charlier,9
Fred B. Schneider,18
Ulrik Pagh Schultz,3
Gilles Muller,9
Paolo Ciancarini,34
Daniel Le Métayer,15
Neng-Fa Zhou,5
David B. Stewart,7
Ulrich Kremer,5
Zhong Shao,4
Dennis Dams,6
Rob Gerth,6
A. Udaya Shankar,14
Simon S. Lam,22
Eberhard Bertsch,9
Mark-Jan Nederhof,19
Reinhard von Hanxleden,5
Gerda Janssens,3
Mikkel Thorup,22
C. R. Ramakrishnan,7
Steven Skiena,26
Terrance Swift,8
David Lorge Parnas,21
Raymond T. Boute,4
Zhenjiang Hu,4
Hideya Iwasaki,4
Masato Takeichi,6
Fritz Henglein,6
John L. Hennessy,19
Aloysius K. Mok,19
Farn Wang,6
James R. Larus,16
Timothy J. Hickey,3
Jacques Cohen,10
Alexander Bunkenburg,3
Guy E. Blelloch,14
Massimo Ancona,10
Gabriella Dodero,6
Vittoria Gianuzzi,10
Sukumar Ghosh,10
Hassan Aït-Kaci,6
Andreas Podelski,10
John Hannan,5
Vivek Sarkar,10
W. Homer Carlisle,5
David A. Padua,21
Ron Y. Pinter,4
Christine Fricker,3
Olivier Temam,5
William Jalby,7
Michael K. Reiter,22
Kenneth P. Birman,26
Stephen M. Omohundro,3
Konstantinos Sagonas,9
Gary T. Leavens,17
Jayadev Misra,10
Wayne D. Gray,9
Morten H. Christiansen,3
Nick Chater,9
Jill Fain Lehman,3
Kenneth R. Koedinger,4
Robert Dale,8
Ehud Reiter,12
Gerhard Weber 0001,4
Michael J. Prietula,11
Herbert A. Simon,29
Dedre Gentner,5
William J. Clancey,15
Woo-Kyoung Ahn,3
Martha J. Farah,3
Catherine Pelachaud,3
Norman I. Badler,23
Mark Steedman,5
Mark T. Keane,6
Douglas L. Medin,3
Renee Elio,6
David Chapman,6
Javier R. Movellan,4
James L. McClelland,3
Simon P. Davies,9
Marius Usher,9
David B. Leake,9
Alonso H. Vera,5
Janice I. Glasgow,12
Dimitris Papadias,8
Paul Thagard,6
Donald A. Norman,7
David S. Touretzky,17
Susan L. Epstein,11
Dean Pomerleau,11
Arthur B. Markman,4
David P. Baker,4
Christopher F. Chabris,9
Stephen M. Kosslyn,4
Richard Alterman,5
Rachel M. Pilkington,5
Kim Plunkett,3
Patrick Juola,7
Risto Miikkulainen,20
David Kirsh,6
Paul P. Maglio,6
A. Ravishankar Rao,7
Gerald L. Lohse,10
Jiajie Zhang,4
Philip N. Johnson-Laird,6
Philip E. Agre,16
Ashwin Ram,15
Michael T. Cox,3
Kenneth D. Forbus,11
Daniel N. Osherson,10
Kevin Biolsi,4
Vimla L. Patel,16
Afzal Ballim,7
Yorick Wilks,35
John A. Barnden,10
Kristian J. Hammond,7
John E. Laird,15
David Kortenkamp,13
Daniel S. Levine 0001,4
Kurt VanLehn,5
Walter Kintsch,3
DeLiang L. Wang,13
Yoav Shoham,20
Michael G. Dyer,13
Lucy A. Suchman,9
Nicholas V. Findler,13
Susan Weber McRoy,17
Graeme Hirst,15
Roland Baddeley,4
Stephen J. Payne,17
William J. Rapaport,7
Stuart C. Shapiro,13
Janyce Wiebe,16
Keith Stenning,9
Jon Oberlander,9
Michael J. Pazzani,25
Charles X. Ling,9
Paul O'Rorke,3
Marco Colombetti,9
John R. Anderson,9
Peter C. Gordon,4
Barbara J. Grosz,10
Robert A. Jacobs,9
William Bechtel,5
Andrew Howes,8
Richard M. Young,9
Jeffrey L. Elman,3
Raymond J. Mooney,16
Bonnie E. John,12
Giuseppe Mantovani,4
Stephanie M. Doane,4
Francis Jeffry Pelletier,9
Vinod Goel,3
Peter Pirolli,3
Thomas R. Ioerger,3
David E. Rumelhart,5
Scott P. Robertson,4
William Croft,3
Robert S. Rist,4
Sati McKenzie,3
Edward W. Large,6
Jordan B. Pollack,13
Daniel Jurafsky,5
Roland Zito-Wolf,4
Fernand Gobet,3
Andrew G. Barto,7
Andy Clark,9
John L. Pollock,13
Maartje E. J. Raijmakers,3
Peter C. M. Molenaar,4
Valmir Carneiro Barbosa,14
Derek H. Sleeman,14
Vicki Bruce,5
Paul Müller 0001,4
Berthold Butscher,6
Werner Dirlewanger,23
Dieter Wall,3
Roland Rühle,3
Heinz Kredel,4
Alois Potton,37
Alexander Schill,34
Volker Roth 0003,5
Christian Boß,5
Manfred Paul 0003,6
Sebastian Abeck,10
Volkmar Pleßer,3
Hans Werner Meuer,14
Ludwig Keller,4
Heinz-Gerd Hegering,9
René Wies,7
Jörg S. Müller,4
Stephan K. Würzner,4
Helmut Frick,6
Klaus Däßler,5
Torsten W. Kuhlen,3
Michael Pauly,4
Dietmar Loy,3
Günter Schwichtenberg,4
Olaf Neumann 0001,3
Uwe Hübner,4
Eckhard Moeller,7
Angela Scheller,4
Gerd Schürmann,6
Wilfried Oed,4
Lutz Richter,9
Torsten Braun,12
Otto Spaniol,11
Reinhard Schütte,5
Christoph von Uthmann,6
Klaus-Peter Eckert,3
Peter Schoo,3
Michael Tschichholz,7
Claudia Schmidt,8
Martina Zitterbart,18
Joachim Griese,8
Clemens H. Cap,4
Dietmar Dietrich,3
Paul J. Kühn,13
Stefan Fischer 0001,5
Hermann de Meer,7
Loi Duy Vu,3
Adam Wolisz,10
Franz Lehner,10
Ralph Niederberger,3
Jochen W. Münch,3
Wilhelm Held,3
Oliver Brand,3
Wolfgang Frings,3
Peter Mandl 0001,4
Wolfgang Effelsberg,20
Thomas Ziegert,4
Norbert Diehl,5
Stefan Eicker,7
Thomas Schnieder,4
Utz Wever,4
Ralf Keller,5
Ulrich Frank,4
Claudia Popien,4
Jan de Meer,5
Hartmut König,8
Klaus Garbe,3
Werner Zorn,6
Jens Grabowski,3
Dieter Hogrefe,4
Gunter Bolch,8
Burkhard Stiller,9
Walter Gora,4
Dietmar A. Kottmann,5
Erich Strohmaier,9
Uwe Harms,3
Karl Solchenbach,5
Heiko Krumm,7
Matthias Dörfel,3
Andreas Mitschele-Thiel,5
Frank Slomka,3
Eike Born,6
Thomas Meuser,6
Herbert Damker,4
Tom Pfeifer,4
Thomas Magedanz,10
Ludwig Frank,4
Norbert Luttenberger,4
Hanns Ruder,5
Peter Davids,3
Ronald Maier,3
Jürgen Schönwälder,13
Rolf Oppliger,11
Oswald Drobnik,3
Jörg Eberspächer,3
Peter Herrmann,3
Claudia Linnhoff-Popien,5
Günter Müller,11
Bernhard Plattner,10
Georg Färber,6
Henning Schulzrinne,28
Horst Langendörfer,10
Axel Küpper,3
Johann H. Schlichter,4
Volker Tschammer,6
Kai Jakobs,8
Kurt Geihs,11
Karl Kurbel,15
Tino Hutschenreuther,3
Sascha Kümmel,5
Franz Stetter,5
Thomas Eickermann,3
Bernd J. Krämer,24
Norbert Völker,5
Thomas Koch 0001,3
Guntram Wicke,3
Friederike Wall,3
Wolfgang Rönsch,3
Richard Reuter,3
Thomas Schneider,3
Heinrich J. Stüttgen,4
Ingo Busse,3
Stefan Covaci,3
Gerhard J. A. Schneider,4
Hagen Hultzsch,3
Bernd Heinrichs,3
Martin Hildebrand,4
Hermann Hellwagner,5
Manfred N. Huber,4
Carsten Vogt,10
Samuel T. Chanson,25
Freimut Bodendorf,11
Christian Langenbach,6
Gerold Blakowski,4
Christof Blum,5
Clemens-August Thole,7
Volker Turau,10
Akitoshi Yoshida,4
Ina Schieferdecker,3
Bernard Stepien,3
Helmut Rzehak,4
Gunnar Teege,4
Lars C. Wolf,14
Martin Göbel,10
Peter Kaufmann,4
Rudolf Berrendorf,4
Michael Gerndt,4
Bernd Lamparter,3
Reinhard Gotzhein,11
Martin Karsten,3
Jens B. Schmitt,3
Ralf Steinmetz,21
Peter Ochsenschläger,5
Michel Wedel,3
Patrick Doreian,3
Vladimir Batagelj,8
Anuska Ferligoj,3
Max A. Woodbury,3
Olivier Gascuel,5
Trevor F. Cox,3
Yurij S. Kharin,3
Michael J. Brusco,5
Thomas J. Smith,3
Phipps Arabie,3
John Nolan,3
Adam Drozdek,3
Thomas Binder,4
Abbe Mowshowitz,9
Bob Muller,6
Preben Mogensen 0002,4
Mike Robinson,6
Richard Ennals,7
Nikitas A. Assimakopoulos,5
Ann Majchrzak,6
Les Gasser,6
Karamjit S. Gill,3
Soraj Hongladarom,3
John G. Gammack,4
Terence C. Fogarty,11
Peter J. Thomas 0002,8
Stephen R. Jones,3
Susan Harker,3
Martin Fischer,3
Stephen E. Little,4
Peter J. Marcer,3
Dimitris C. Dracopoulos,7
Athanasia Pouloudi,3
Denis L. Baggi,3
Heidi Schelhowe,3
Barbara Gorayska,3
Fernando Alonso,6
José Luis Maté,4
José L. Morant,4
Juan Pazos,9
Amedeo Cesta,4
Paola Rizzo,4
Denis Newman,4
Ephraim Nissan,7
Alison E. Adam,4
Howard Rosenbrock,3
Edgar A. Whitley,8
Zhengxin Chen,24
Tao Li,11
Harold W. Thimbleby,27
Galal Hassan Galal,3
J. Martin Corbett,3
Ajit Narayanan,9
Chris Reed,3
Andrew Clement,7
Peter Schefe,4
G. Degli Antoni,3
Robert C. Holte,6
Capers Jones,18
Oliver Stiemerling,6
Armin B. Cremers,19
Jay Liebowitz,10
Ray J. Paul,27
Robert D. Macredie,18
Yasmin B. Kafai,6
Kathleen Mykytyn,5
Peter P. Mykytyn Jr.,9
Hiroshi Sakurai,4
Matthias Kloth,4
Tamara Sumner,4
Markus Stolze,3
Robert M. French,7
Daniel E. O'Leary,46
Robert M. O'Keefe,12
Cristiano Castelfranchi,17
Rosaria Conte,13
Chaomei Chen,17
Alfred Kobsa,11
Carol Strohecker,4
Seán Ó Nualláin,5
Marek J. Sergot,9
Jacob L. Mey,4
Liam J. Bannon,5
Peter Bøgh Andersen,5
Thomas Gilb,4
Hiromu Nakazawa,3
Joseph S. Fulda,26
Nigel Gilbert,7
Ian H. Witten,48
David Maulsby,6
Hiroshi Tamura,3
Walter Oberschelp,3
Hubert L. Dreyfus,7
Roberto Maiocchi,4
Gerry Stahl,4
Donald Michie,13
Thomas Herrmann,4
Uta Pankoke-Babatz,5
Gilberto Marzano,3
Gerhard Schwabe,7
Helmut Krcmar,17
Markus Sohlenkamp,3
Wolfgang Prinz,6
Arvin Agah,14
Kazuo Tanie,33
Hildy Linn,6
John McLeod,104
Suzette McLeod,96
Jukka Ruusunen,3
Raimo P. Hämäläinen,9
A. Martin Wildberger,107
Jay A. Weitzen,4
Daniel C. McCrackin,4
Alberto Leva,4
Claudio Maffezzoni,10
Zainalabedin Navabi,3
Paul A. Fishwick,29
Jan L. Top,6
Jan F. Broenink,3
Alan D. George,7
François E. Cellier,5
Thomas Bräunl,6
Marwan Al-Akaidi,6
Ghislain C. Vansteenkiste,13
Philippe Geril,13
Nick Vagenas,3
Brian O'Neill,14
Rassul Ayani,10
Hassan Rajaei,3
Mitch Sisle,4
Roger G. Dear,4
Joseph S. Sherif,6
W. Chang,3
Masood A. Badri,3
Mohammad S. Obaidat,44
Sumit Ghosh,29
Ron Belpedio,14
John R. Clymer,9
John S. Bodenschatz,3
C. G. Stockton,3
James R. Warren,5
Carter Bays,8
Bruce Walcott,3
Chip G. Stockton,5
Carl K. Chang,16
Yong Liu,11
Ihsan Sabuncuoglu,6
Charles R. Standridge,7
Ariel Sharon,3
Ming Rao,9
Jerzy W. Rozenblit,9
Matt W. Mutka,12
Philip K. McKinley,22
Stephen E. Chick,5
George W. Rogers,9
Jeffrey L. Solka,9
Carey E. Priebe,10
Yan Jin,8
Raymond E. Levitt,13
John C. Kunz,9
Tore R. Christiansen,4
Richard Lai,27
Xiaobo Li,20
Massimo Paolucci,4
Raffaele Pesenti,3
Adedeji B. Badiru,8
Jerry Place,4
Appie van de Liefvoort,7
David B. Fogel,28
Miroljub Kljajic,3
David R. C. Hill,5
Helen D. Karatza,7
Douglas A. Popken,3
Joseph J. Cynamon,3
Timothy X. Brown,8
Taher Daud,5
Roger Smith,3
James S. DeArmon,3
Ramanujan S. Kashi,5
Richard J. Nowakowski,10
Thomas V. Papathomas,9
Stanislaw Raczynski,4
Alfred Bork,3
R. Mukundan,6
John D. McGregor,28
Tag Gon Kim,19
Louis G. Birta,4
Jim Sullivan,4
Allan J. Brimicombe,3
K. Preston White Jr.,5
Jacob A. Abraham,35
Chit-Sang Tsang,3
Michael Georgiopoulos,22
Darrell G. Linton,3
Soheil Khajenoori,6
Armando A. Rodriguez,3
James G. Anderson,7
Peter Csaszar,3
Thomas M. Tirpak,5
Peter C. Nelson,9
Ali El-Hajj,3
Ying Sun,11
Mikio Aoyama,5
J. Guo,5
Reuven R. Levary,6
O. Byung Kwon,3
Maged M. Dessouky,3
Djamel Fawzi Hadj Sadok,3
Judith Kelner,3
Koen De Bosschere,5
John Cook,3
Ka C. Cheok,7
K. Sam Shanmugan,7
Victor S. Frost,12
William W. LaRue,3
Jagan P. Agrawal,4
Upkar Varshney,8
John Blitch,4
Ravi Sankar,8
David W. Petr,5
Tarek K. Abdel-Hamid,11
Robert B. Mueller-Thuns,4
Joseph T. Rahmeh,3
Daniel G. Saab,13
Margaret L. Brandeau,16
Douglas K. Owens,3
Charles M. Macal,4
Kuo-Chi Lin,7
Rosemary H. Wild,3
Joseph J. Pignatiello Jr.,4
Philip D. Corey,4
Salih O. Duffuaa,4
Ben Pinkowski,4
Thomas Maxwell,4
Robert Costanza,3
Kun Chang Lee,9
Won Jun Lee,4
Brian A. Malloy,7
Bin Chen,5
DeLiang Wang,12
Le Gruenwald,12
Margaret H. Eich,6
Evangelia Micheli-Tzanakou,7
A. Sharma,5
Andrew Ford,3
V. Daniel R. Guide Jr.,3
Ming T. Liu,15
Roy E. Crosbie,3
Daniel Berleant,9
Brian J. Smith,3
James H. Graham,3
Adel Said Elmaghraby,5
Jacob Scharcanski,4
Fred Halsall,3
Azzedine Boukerche,6
Bobbie L. Foote,3
Jim Lee,5
Zbigniew H. Przasnyski,5
Jerry Banks,5
Yuri Merkuryev,3
Agostino G. Bruzzone,4
Paul M. Griffin,6
Kenneth J. Christensen,11
Mart L. Molle,8
Israel Spiegler,9
Soo-Mi Choi,3
Myoung-Hee Kim,4
Mike Lightner,3
Judith Dahmann,3
Maurice F. Aburdene,6
Jack P. C. Kleijnen,9
Manuel Alfonseca,6
Abdollah A. Afjeh,3
Patrick T. Homer,4
John A. Reed,3
Richard D. Schlichting,16
Peter E. Sholander,5
Henry L. Owen,11
Mark Kaiser,4
Thomas J. Murray,3
Imad Mahgoub,4
Mohammad Ilyas,5
Fathy E. Eassa,3
Mohammed Zaki 0001,8
Haldun Aytug,6
James R. Wilson,14
Alfio Lombardo,20
Sergio Palazzo,22
Giovanni Schembra,12
Hamid Vakilzadian,3
Behrokh Khoshnevis,5
H. W. Chan,3
Abdollah Homaifar,11
Walter J. Karplus,5
A. Ben Clymer,3
Edmond Mesrobian,3
Josef Skrzypek,9
Wade H. Shaw Jr.,3
Lee W. Schruben,5
Richard J. Mayer,5
Peter J. B. King,6
Wolfgang Schreiner,4
Ibrahim H. Önyüksel,3
Udo W. Pooch,7
Paul Sajda,4
Leif H. Finkel,10
Danny H. K. Tsang,11
Hakman A. Wan,3
Andrew Hunter,11
James L. Overholt,3
Fernando Gomez,11
Michael J. Gormish,3
Bryan L. Deuermeyer,3
John J. Komo,5
Kresimir Cosic,3
Ivica Kopriva,3
J. Michael Moshell,8
Xin Li,5
Curtis Lisle,3
Walling R. Cyre,5
Wentong Cai,13
Wen-Jing Hsu,14
Stephen John Turner,6
Kimmo E. E. Raatikainen,9
Mary Lou Padgett,3
Thaddeus A. Roppel,3
Raymond J. Madachy,9
Srinivasan Ramaswamy,7
K. Suzanne Barber,7
Manohar Das,6
Martin R. Stytz,13
Martin F. Arlitt,7
Carey L. Williamson,10
Aimo A. Törn,9
Philip A. Wilsey,17
George A. Bekey,24
Shih-Tin Lin,8
Yi-Bing Lin,80
Reda A. Ammar,12
Fausto Distante,5
Vincenzo Piuri,21
Jung Lyu Jr.,3
Jyh-Hong Ding,3
Uwe Schwiegelshohn,8
Vlatka Hlupic,7
Hoda S. Abdel-Aty-Zohdy,3
Wayne J. Davis,4
Andrew F. Seila,6
Kenneth W. Bauer Jr.,9
Sabah U. Randhawa,3
Albert Y. Zomaya,30
Alan S. Morris,19
Gerry V. Dozier,3
Marwan Bikdash,5
Victor W. C. Yau,4
Krzysztof Pawlikowski,8
Mark A. McKnew,4
Stephen M. Rock,7
Mohsen Guizani,8
Benjamin Melamed,14
John D. Angelopoulos,7
Iakovos S. Venieris,26
Abdulla Bataineh,5
Füsun Özgüner,13
John D. Illgen,3
Gerald T. Mackulak,7
Alex T. Pang,3
Gábor Fodor,7
Søren Blaabjerg,6
H. T. Mouftah,9
Jo Dale Carothers,7
David G. Green,3
Christopher A. Chung,3
K. V. Ramani,4
Joseph M. Mellichamp,5
Joseph G. Tront,3
Brahim Chaib-draa,11
Granino A. Korn,6
Michael Pidd,5
Xiaohua Jia,24
Kia Makki,26
Niki Pissinou,23
Jeffery K. Cochran,7
Mehmet Savsar,4
Joseph R. Cavallaro,6
James T. Lin,3
Robert Lee,5
Byoung Kyu Choi,8
Satish S. Nair,6
Yussef Monsef,3
Richard M. Fujimoto,9
Bahman Kermanshahi,3
W. Douglas Obal II,4
William H. Sanders,18
Georg Ch. Pflug,15
Karl Entacher,4
Hossein Arsham,8
Humayun Khalid,20
Thomas W. Mastaglio,5
Tharam S. Dillon,24
Bernard P. Zeigler,27
Lorenzo Moreno,9
Rosa María Aguilar,4
C. A. Martín,3
José D. Piñeiro,5
J. I. Estévez,4
José F. Sigut,4
José L. Sánchez 0001,5
Krishnamurty Muralidhar,4
Myung J. Lee,10
Tarek N. Saadawi,20
Christopher D. Carothers,4
Sungho Kang,3
Stephen A. Szygenda,5
Gül Gürkan,4
A. Yonca Özge,3
András Faragó,15
Tamás Henk,10
Victor R. Prybutok,5
A. Ravindran,3
Bahram Honary,5
Frank A. Cioch,4
Luca Maria Gambardella,4
Andrea Emilio Rizzoli,5
Marco Zaffalon,4
Robert E. Shannon,3
Vladimir Vlassov,3
Gerrit K. Janssens,4
Michael J. Korenberg,4
A. R. Venkatachalam,5
Bülent Sankur,8
Georges Habchi,3
Syamal Kumar Sen,5
V. Ch. Venkaiah,3
Zaiyong Tang,3
Hessam S. Sarjoughian,4
Richard Fox,3
Robert O. Shelton,3
Li Lin,4
Roger E. Cooley,3
Ping Zhang 0002,5
James B. Pick,4
Khalid Al-Tawil,4
Raffaele Bolla,10
Franco Davoli,16
Mario Marchese,4
Vincenzo Catania,23
Aurelio La Corte,13
Antonio Puliafito,34
Lorenzo Vita,25
Sachidanandam Sakthivel,5
Ritu Agarwal,29
Chia-Jiu Wang,7
Chwan-Hwa Wu,4
Tony S. Lee,7
Rob Pooley,5
Paul A. Savory,4
M. Zeitz,3
Robert E. Uhrig,5
Michael W. Haas,4
Chell A. Roberts,6
Gregory D. Peterson,3
Ross A. Gagliano,3
Martin D. Fraser,7
Li-Min Fu,9
George Edwards,5
John P. Robinson,10
Wendy Hall,38
Antoine N. Mourad,7
G. Phanendra Babu,9
Babu M. Mehtre,9
Mohan S. Kankanhalli,17
Daniela Rus,13
James Allan,10
Sherali Zeadally,7
Yueh-Min Huang,7
Shiao-Li Tsao,5
Peter A. Gloor,6
Fillia Makedon,19
Aidong Zhang,16
A. David Marshall,5
Stephen Hurley,5
Yihong Gong,7
Kazunori Shimamura,3
Nevzat Hurkan Balkir,3
Benjamin Falchuk,4
Ahmed Karmouch,18
H. W. Park,6
Bharadwaj Veeravalli,6
Gerassimos D. Barlas,3
Asit Dan,13
Dinkar Sitaram,6
Gulrukh Ahanger,4
Huang-Jen Chen,3
John F. Gibbon,3
Dinesh Venkatesh,4
Hung Keng Pung,4
Wynne Hsu,14
Nicolas D. Georganas,25
A. Desai Narasimhalu,12
Jian-Kang Wu,9
David Hung-Chang Du,33
Tai-Sheng Chang,3
Jenwei Hsieh,10
Yuewei Wang,4
Irwin King,4
